rent_date,rent_number,rent_station,year,month,day,day_name
2019-04-16,1,EVS_000003,2019,4,16,Tuesday
2019-04-20,2,EVS_000001,2019,4,20,Saturday
2019-04-21,2,EVS_000001,2019,4,21,Sunday
2019-04-24,2,EVS_000003,2019,4,24,Wednesday
2019-04-25,3,EVS_000003,2019,4,25,Thursday
2019-04-26,4,EVS_000001,2019,4,26,Friday
2019-04-26,3,EVS_000003,2019,4,26,Friday
2019-04-27,5,EVS_000001,2019,4,27,Saturday
2019-04-28,1,EVS_000001,2019,4,28,Sunday
2019-04-28,2,EVS_000003,2019,4,28,Sunday
2019-04-29,2,EVS_000003,2019,4,29,Monday
2019-04-30,5,EVS_000003,2019,4,30,Tuesday
2019-05-01,2,EVS_000002,2019,5,1,Wednesday
2019-05-02,2,EVS_000001,2019,5,2,Thursday
2019-05-02,2,EVS_000002,2019,5,2,Thursday
2019-05-03,2,EVS_000001,2019,5,3,Friday
2019-05-04,4,EVS_000001,2019,5,4,Saturday
2019-05-04,2,EVS_000004,2019,5,4,Saturday
2019-05-05,2,EVS_000001,2019,5,5,Sunday
2019-05-05,2,EVS_000004,2019,5,5,Sunday
2019-05-06,2,EVS_000001,2019,5,6,Monday
2019-05-07,6,EVS_000001,2019,5,7,Tuesday
2019-05-08,4,EVS_000001,2019,5,8,Wednesday
2019-05-09,2,EVS_000001,2019,5,9,Thursday
2019-05-09,2,EVS_000003,2019,5,9,Thursday
2019-05-10,1,EVS_000001,2019,5,10,Friday
2019-05-10,2,EVS_000002,2019,5,10,Friday
2019-05-11,6,EVS_000001,2019,5,11,Saturday
2019-05-12,5,EVS_000001,2019,5,12,Sunday
2019-05-14,6,EVS_000003,2019,5,14,Tuesday
2019-05-15,2,EVS_000003,2019,5,15,Wednesday
2019-05-16,1,EVS_000003,2019,5,16,Thursday
2019-05-17,6,EVS_000003,2019,5,17,Friday
2019-05-20,2,EVS_000003,2019,5,20,Monday
2019-05-21,2,EVS_000003,2019,5,21,Tuesday
2019-05-21,2,EVS_000004,2019,5,21,Tuesday
2019-05-22,2,EVS_000004,2019,5,22,Wednesday
2019-05-24,2,EVS_000003,2019,5,24,Friday
2019-05-25,2,EVS_000001,2019,5,25,Saturday
2019-05-25,3,EVS_000003,2019,5,25,Saturday
2019-05-26,2,EVS_000001,2019,5,26,Sunday
2019-05-28,1,EVS_000012,2019,5,28,Tuesday
2019-05-29,2,EVS_000001,2019,5,29,Wednesday
2019-05-29,2,EVS_000003,2019,5,29,Wednesday
2019-05-29,1,EVS_000012,2019,5,29,Wednesday
2019-05-30,3,EVS_000001,2019,5,30,Thursday
2019-05-30,2,EVS_000003,2019,5,30,Thursday
2019-05-31,3,EVS_000001,2019,5,31,Friday
2019-05-31,1,EVS_000003,2019,5,31,Friday
2019-05-31,2,EVS_000004,2019,5,31,Friday
2019-06-01,2,EVS_000001,2019,6,1,Saturday
2019-06-01,3,EVS_000003,2019,6,1,Saturday
2019-06-01,3,EVS_000004,2019,6,1,Saturday
2019-06-02,1,EVS_000001,2019,6,2,Sunday
2019-06-02,3,EVS_000004,2019,6,2,Sunday
2019-06-03,2,EVS_000001,2019,6,3,Monday
2019-06-03,2,EVS_000003,2019,6,3,Monday
2019-06-04,11,EVS_000001,2019,6,4,Tuesday
2019-06-04,2,EVS_000003,2019,6,4,Tuesday
2019-06-05,4,EVS_000001,2019,6,5,Wednesday
2019-06-05,2,EVS_000003,2019,6,5,Wednesday
2019-06-05,2,EVS_000012,2019,6,5,Wednesday
2019-06-06,2,EVS_000001,2019,6,6,Thursday
2019-06-06,2,EVS_000012,2019,6,6,Thursday
2019-06-07,4,EVS_000001,2019,6,7,Friday
2019-06-07,3,EVS_000002,2019,6,7,Friday
2019-06-07,1,EVS_000012,2019,6,7,Friday
2019-06-08,5,EVS_000001,2019,6,8,Saturday
2019-06-09,2,EVS_000001,2019,6,9,Sunday
2019-06-10,2,EVS_000001,2019,6,10,Monday
2019-06-11,4,EVS_000001,2019,6,11,Tuesday
2019-06-14,3,EVS_000001,2019,6,14,Friday
2019-06-14,3,EVS_000002,2019,6,14,Friday
2019-06-14,8,EVS_000003,2019,6,14,Friday
2019-06-15,3,EVS_000002,2019,6,15,Saturday
2019-06-19,2,EVS_000001,2019,6,19,Wednesday
2019-06-20,3,EVS_000001,2019,6,20,Thursday
2019-06-21,1,EVS_000001,2019,6,21,Friday
2019-06-21,1,EVS_000002,2019,6,21,Friday
2019-06-22,1,EVS_000002,2019,6,22,Saturday
2019-06-23,3,EVS_000001,2019,6,23,Sunday
2019-06-23,2,EVS_000008,2019,6,23,Sunday
2019-06-23,2,EVS_000012,2019,6,23,Sunday
2019-06-24,3,EVS_000001,2019,6,24,Monday
2019-06-24,4,EVS_000004,2019,6,24,Monday
2019-06-24,3,EVS_000008,2019,6,24,Monday
2019-06-25,4,EVS_000004,2019,6,25,Tuesday
2019-06-25,3,EVS_000008,2019,6,25,Tuesday
2019-06-26,1,EVS_000001,2019,6,26,Wednesday
2019-06-26,3,EVS_000008,2019,6,26,Wednesday
2019-06-27,2,EVS_000001,2019,6,27,Thursday
2019-06-27,3,EVS_000008,2019,6,27,Thursday
2019-06-28,1,EVS_000001,2019,6,28,Friday
2019-06-29,1,EVS_000001,2019,6,29,Saturday
2019-07-01,2,EVS_000012,2019,7,1,Monday
2019-07-02,25,EVS_000001,2019,7,2,Tuesday
2019-07-02,8,EVS_000002,2019,7,2,Tuesday
2019-07-02,4,EVS_000012,2019,7,2,Tuesday
2019-07-03,7,EVS_000002,2019,7,3,Wednesday
2019-07-03,3,EVS_000009,2019,7,3,Wednesday
2019-07-04,2,EVS_000001,2019,7,4,Thursday
2019-07-04,7,EVS_000002,2019,7,4,Thursday
2019-07-04,3,EVS_000003,2019,7,4,Thursday
2019-07-05,9,EVS_000001,2019,7,5,Friday
2019-07-06,13,EVS_000001,2019,7,6,Saturday
2019-07-06,2,EVS_000002,2019,7,6,Saturday
2019-07-07,5,EVS_000001,2019,7,7,Sunday
2019-07-07,2,EVS_000002,2019,7,7,Sunday
2019-07-07,5,EVS_000003,2019,7,7,Sunday
2019-07-07,6,EVS_000004,2019,7,7,Sunday
2019-07-08,1,EVS_000001,2019,7,8,Monday
2019-07-08,2,EVS_000004,2019,7,8,Monday
2019-07-11,2,EVS_000001,2019,7,11,Thursday
2019-07-12,2,EVS_000001,2019,7,12,Friday
2019-07-13,1,EVS_000001,2019,7,13,Saturday
2019-07-14,1,EVS_000001,2019,7,14,Sunday
2019-07-17,1,EVS_000002,2019,7,17,Wednesday
2019-07-21,2,EVS_000001,2019,7,21,Sunday
2019-07-21,2,EVS_000003,2019,7,21,Sunday
2019-07-22,7,EVS_000001,2019,7,22,Monday
2019-07-22,2,EVS_000003,2019,7,22,Monday
2019-07-22,2,EVS_000008,2019,7,22,Monday
2019-07-23,7,EVS_000001,2019,7,23,Tuesday
2019-07-23,2,EVS_000008,2019,7,23,Tuesday
2019-07-23,2,EVS_000012,2019,7,23,Tuesday
2019-07-24,3,EVS_000001,2019,7,24,Wednesday
2019-07-24,2,EVS_000009,2019,7,24,Wednesday
2019-07-24,2,EVS_000012,2019,7,24,Wednesday
2019-07-25,3,EVS_000001,2019,7,25,Thursday
2019-07-25,4,EVS_000008,2019,7,25,Thursday
2019-07-26,3,EVS_000001,2019,7,26,Friday
2019-07-26,3,EVS_000003,2019,7,26,Friday
2019-07-27,1,EVS_000003,2019,7,27,Saturday
2019-07-30,2,EVS_000001,2019,7,30,Tuesday
2019-07-30,3,EVS_000009,2019,7,30,Tuesday
2019-07-31,4,EVS_000001,2019,7,31,Wednesday
2019-08-01,4,EVS_000001,2019,8,1,Thursday
2019-08-03,4,EVS_000001,2019,8,3,Saturday
2019-08-04,5,EVS_000001,2019,8,4,Sunday
2019-08-04,4,EVS_000002,2019,8,4,Sunday
2019-08-04,2,EVS_000003,2019,8,4,Sunday
2019-08-04,2,EVS_000006,2019,8,4,Sunday
2019-08-05,3,EVS_000001,2019,8,5,Monday
2019-08-05,2,EVS_000002,2019,8,5,Monday
2019-08-05,6,EVS_000006,2019,8,5,Monday
2019-08-05,5,EVS_000009,2019,8,5,Monday
2019-08-05,2,EVS_000010,2019,8,5,Monday
2019-08-06,45,EVS_000001,2019,8,6,Tuesday
2019-08-06,4,EVS_000002,2019,8,6,Tuesday
2019-08-06,4,EVS_000006,2019,8,6,Tuesday
2019-08-06,2,EVS_000010,2019,8,6,Tuesday
2019-08-07,7,EVS_000001,2019,8,7,Wednesday
2019-08-07,1,EVS_000004,2019,8,7,Wednesday
2019-08-07,1,EVS_000008,2019,8,7,Wednesday
2019-08-07,2,EVS_000009,2019,8,7,Wednesday
2019-08-07,2,EVS_000010,2019,8,7,Wednesday
2019-08-08,2,EVS_000001,2019,8,8,Thursday
2019-08-08,1,EVS_000004,2019,8,8,Thursday
2019-08-08,1,EVS_000008,2019,8,8,Thursday
2019-08-09,6,EVS_000001,2019,8,9,Friday
2019-08-09,2,EVS_000003,2019,8,9,Friday
2019-08-09,1,EVS_000009,2019,8,9,Friday
2019-08-10,6,EVS_000001,2019,8,10,Saturday
2019-08-10,2,EVS_000003,2019,8,10,Saturday
2019-08-10,3,EVS_000009,2019,8,10,Saturday
2019-08-11,1,EVS_000001,2019,8,11,Sunday
2019-08-11,2,EVS_000009,2019,8,11,Sunday
2019-08-12,5,EVS_000001,2019,8,12,Monday
2019-08-12,2,EVS_000005,2019,8,12,Monday
2019-08-13,4,EVS_000001,2019,8,13,Tuesday
2019-08-13,3,EVS_000003,2019,8,13,Tuesday
2019-08-13,4,EVS_000009,2019,8,13,Tuesday
2019-08-14,2,EVS_000001,2019,8,14,Wednesday
2019-08-14,1,EVS_000004,2019,8,14,Wednesday
2019-08-15,2,EVS_000001,2019,8,15,Thursday
2019-08-15,4,EVS_000003,2019,8,15,Thursday
2019-08-15,1,EVS_000004,2019,8,15,Thursday
2019-08-15,3,EVS_000012,2019,8,15,Thursday
2019-08-16,4,EVS_000001,2019,8,16,Friday
2019-08-16,3,EVS_000003,2019,8,16,Friday
2019-08-16,1,EVS_000004,2019,8,16,Friday
2019-08-16,1,EVS_000012,2019,8,16,Friday
2019-08-17,3,EVS_000003,2019,8,17,Saturday
2019-08-17,1,EVS_000012,2019,8,17,Saturday
2019-08-18,5,EVS_000003,2019,8,18,Sunday
2019-08-18,2,EVS_000009,2019,8,18,Sunday
2019-08-19,2,EVS_000001,2019,8,19,Monday
2019-08-19,2,EVS_000002,2019,8,19,Monday
2019-08-19,5,EVS_000003,2019,8,19,Monday
2019-08-19,2,EVS_000004,2019,8,19,Monday
2019-08-19,2,EVS_000011,2019,8,19,Monday
2019-08-20,4,EVS_000001,2019,8,20,Tuesday
2019-08-20,6,EVS_000002,2019,8,20,Tuesday
2019-08-20,1,EVS_000003,2019,8,20,Tuesday
2019-08-20,2,EVS_000004,2019,8,20,Tuesday
2019-08-20,12,EVS_000009,2019,8,20,Tuesday
2019-08-21,4,EVS_000001,2019,8,21,Wednesday
2019-08-21,2,EVS_000004,2019,8,21,Wednesday
2019-08-21,6,EVS_000009,2019,8,21,Wednesday
2019-08-22,6,EVS_000001,2019,8,22,Thursday
2019-08-22,2,EVS_000004,2019,8,22,Thursday
2019-08-22,2,EVS_000012,2019,8,22,Thursday
2019-08-23,3,EVS_000001,2019,8,23,Friday
2019-08-23,2,EVS_000004,2019,8,23,Friday
2019-08-23,2,EVS_000005,2019,8,23,Friday
2019-08-23,1,EVS_000006,2019,8,23,Friday
2019-08-23,1,EVS_000008,2019,8,23,Friday
2019-08-23,2,EVS_000009,2019,8,23,Friday
2019-08-23,2,EVS_000012,2019,8,23,Friday
2019-08-24,6,EVS_000001,2019,8,24,Saturday
2019-08-24,1,EVS_000002,2019,8,24,Saturday
2019-08-24,1,EVS_000003,2019,8,24,Saturday
2019-08-24,1,EVS_000008,2019,8,24,Saturday
2019-08-25,4,EVS_000001,2019,8,25,Sunday
2019-08-25,1,EVS_000002,2019,8,25,Sunday
2019-08-25,1,EVS_000003,2019,8,25,Sunday
2019-08-25,1,EVS_000008,2019,8,25,Sunday
2019-08-26,4,EVS_000001,2019,8,26,Monday
2019-08-26,1,EVS_000002,2019,8,26,Monday
2019-08-27,6,EVS_000001,2019,8,27,Tuesday
2019-08-28,2,EVS_000001,2019,8,28,Wednesday
2019-08-28,2,EVS_000003,2019,8,28,Wednesday
2019-08-29,2,EVS_000003,2019,8,29,Thursday
2019-08-29,5,EVS_000009,2019,8,29,Thursday
2019-08-30,4,EVS_000002,2019,8,30,Friday
2019-08-30,7,EVS_000003,2019,8,30,Friday
2019-08-30,5,EVS_000009,2019,8,30,Friday
2019-08-31,1,EVS_000001,2019,8,31,Saturday
2019-08-31,7,EVS_000009,2019,8,31,Saturday
2019-08-31,1,EVS_000012,2019,8,31,Saturday
2019-09-01,1,EVS_000001,2019,9,1,Sunday
2019-09-01,1,EVS_000012,2019,9,1,Sunday
2019-09-04,2,EVS_000002,2019,9,4,Wednesday
2019-09-05,2,EVS_000001,2019,9,5,Thursday
2019-09-05,4,EVS_000002,2019,9,5,Thursday
2019-09-05,2,EVS_000009,2019,9,5,Thursday
2019-09-06,2,EVS_000001,2019,9,6,Friday
2019-09-06,2,EVS_000003,2019,9,6,Friday
2019-09-07,2,EVS_000009,2019,9,7,Saturday
2019-09-09,8,EVS_000001,2019,9,9,Monday
2019-09-09,6,EVS_000002,2019,9,9,Monday
2019-09-10,5,EVS_000001,2019,9,10,Tuesday
2019-09-10,6,EVS_000002,2019,9,10,Tuesday
2019-09-11,2,EVS_000001,2019,9,11,Wednesday
2019-09-12,2,EVS_000001,2019,9,12,Thursday
2019-09-12,2,EVS_000009,2019,9,12,Thursday
2019-09-13,2,EVS_000001,2019,9,13,Friday
2019-09-14,2,EVS_000001,2019,9,14,Saturday
2019-09-15,5,EVS_000001,2019,9,15,Sunday
2019-09-15,1,EVS_000003,2019,9,15,Sunday
2019-09-15,4,EVS_000005,2019,9,15,Sunday
2019-09-15,2,EVS_000012,2019,9,15,Sunday
2019-09-16,7,EVS_000001,2019,9,16,Monday
2019-09-16,4,EVS_000002,2019,9,16,Monday
2019-09-16,1,EVS_000003,2019,9,16,Monday
2019-09-16,2,EVS_000009,2019,9,16,Monday
2019-09-16,2,EVS_000012,2019,9,16,Monday
2019-09-17,8,EVS_000001,2019,9,17,Tuesday
2019-09-17,4,EVS_000002,2019,9,17,Tuesday
2019-09-18,4,EVS_000001,2019,9,18,Wednesday
2019-09-18,1,EVS_000002,2019,9,18,Wednesday
2019-09-18,2,EVS_000009,2019,9,18,Wednesday
2019-09-19,6,EVS_000001,2019,9,19,Thursday
2019-09-19,1,EVS_000002,2019,9,19,Thursday
2019-09-20,1,EVS_000002,2019,9,20,Friday
2019-09-20,2,EVS_000008,2019,9,20,Friday
2019-09-20,4,EVS_000009,2019,9,20,Friday
2019-09-22,2,EVS_000001,2019,9,22,Sunday
2019-09-23,2,EVS_000001,2019,9,23,Monday
2019-09-23,2,EVS_000002,2019,9,23,Monday
2019-09-24,1,EVS_000001,2019,9,24,Tuesday
2019-09-24,4,EVS_000002,2019,9,24,Tuesday
2019-09-24,2,EVS_000009,2019,9,24,Tuesday
2019-09-25,1,EVS_000001,2019,9,25,Wednesday
2019-09-25,2,EVS_000009,2019,9,25,Wednesday
2019-09-25,4,EVS_000010,2019,9,25,Wednesday
2019-09-25,2,EVS_000015,2019,9,25,Wednesday
2019-09-26,1,EVS_000001,2019,9,26,Thursday
2019-09-26,4,EVS_000009,2019,9,26,Thursday
2019-09-27,2,EVS_000001,2019,9,27,Friday
2019-09-27,2,EVS_000002,2019,9,27,Friday
2019-09-28,2,EVS_000001,2019,9,28,Saturday
2019-09-29,2,EVS_000009,2019,9,29,Sunday
2019-09-30,3,EVS_000001,2019,9,30,Monday
2019-09-30,2,EVS_000006,2019,9,30,Monday
2019-10-01,2,EVS_000003,2019,10,1,Tuesday
2019-10-02,2,EVS_000003,2019,10,2,Wednesday
2019-10-04,3,EVS_000001,2019,10,4,Friday
2019-10-04,4,EVS_000009,2019,10,4,Friday
2019-10-05,8,EVS_000001,2019,10,5,Saturday
2019-10-05,4,EVS_000009,2019,10,5,Saturday
2019-10-06,3,EVS_000001,2019,10,6,Sunday
2019-10-07,3,EVS_000001,2019,10,7,Monday
2019-10-07,3,EVS_000002,2019,10,7,Monday
2019-10-08,1,EVS_000002,2019,10,8,Tuesday
2019-10-08,5,EVS_000009,2019,10,8,Tuesday
2019-10-09,1,EVS_000002,2019,10,9,Wednesday
2019-10-09,1,EVS_000003,2019,10,9,Wednesday
2019-10-09,1,EVS_000012,2019,10,9,Wednesday
2019-10-10,4,EVS_000001,2019,10,10,Thursday
2019-10-10,4,EVS_000002,2019,10,10,Thursday
2019-10-10,1,EVS_000003,2019,10,10,Thursday
2019-10-11,4,EVS_000002,2019,10,11,Friday
2019-10-11,1,EVS_000003,2019,10,11,Friday
2019-10-11,2,EVS_000005,2019,10,11,Friday
2019-10-11,3,EVS_000009,2019,10,11,Friday
2019-10-12,2,EVS_000001,2019,10,12,Saturday
2019-10-12,1,EVS_000003,2019,10,12,Saturday
2019-10-12,2,EVS_000009,2019,10,12,Saturday
2019-10-13,6,EVS_000001,2019,10,13,Sunday
2019-10-13,6,EVS_000003,2019,10,13,Sunday
2019-10-13,1,EVS_000006,2019,10,13,Sunday
2019-10-13,4,EVS_000009,2019,10,13,Sunday
2019-10-14,4,EVS_000001,2019,10,14,Monday
2019-10-14,1,EVS_000012,2019,10,14,Monday
2019-10-15,2,EVS_000002,2019,10,15,Tuesday
2019-10-15,4,EVS_000009,2019,10,15,Tuesday
2019-10-16,5,EVS_000001,2019,10,16,Wednesday
2019-10-19,4,EVS_000003,2019,10,19,Saturday
2019-10-20,2,EVS_000010,2019,10,20,Sunday
2019-10-21,5,EVS_000001,2019,10,21,Monday
2019-10-22,5,EVS_000001,2019,10,22,Tuesday
2019-10-22,1,EVS_000009,2019,10,22,Tuesday
2019-10-22,2,EVS_000012,2019,10,22,Tuesday
2019-10-23,3,EVS_000001,2019,10,23,Wednesday
2019-10-23,1,EVS_000009,2019,10,23,Wednesday
2019-10-24,3,EVS_000001,2019,10,24,Thursday
2019-10-25,7,EVS_000003,2019,10,25,Friday
2019-10-26,1,EVS_000015,2019,10,26,Saturday
2019-10-27,2,EVS_000001,2019,10,27,Sunday
2019-10-27,1,EVS_000015,2019,10,27,Sunday
2019-10-28,2,EVS_000001,2019,10,28,Monday
2019-10-29,4,EVS_000001,2019,10,29,Tuesday
2019-10-30,3,EVS_000001,2019,10,30,Wednesday
2019-10-30,4,EVS_000009,2019,10,30,Wednesday
2019-10-31,1,EVS_000001,2019,10,31,Thursday
2019-10-31,1,EVS_000006,2019,10,31,Thursday
2019-11-01,3,EVS_000003,2019,11,1,Friday
2019-11-01,1,EVS_000006,2019,11,1,Friday
2019-11-04,1,EVS_000009,2019,11,4,Monday
2019-11-05,3,EVS_000001,2019,11,5,Tuesday
2019-11-06,4,EVS_000001,2019,11,6,Wednesday
2019-11-07,1,EVS_000001,2019,11,7,Thursday
2019-11-07,2,EVS_000009,2019,11,7,Thursday
2019-11-08,1,EVS_000003,2019,11,8,Friday
2019-11-08,3,EVS_000009,2019,11,8,Friday
2019-11-09,6,EVS_000003,2019,11,9,Saturday
2019-11-10,2,EVS_000004,2019,11,10,Sunday
2019-11-11,2,EVS_000004,2019,11,11,Monday
2019-11-12,12,EVS_000001,2019,11,12,Tuesday
2019-11-12,9,EVS_000004,2019,11,12,Tuesday
2019-11-12,2,EVS_000012,2019,11,12,Tuesday
2019-11-13,10,EVS_000001,2019,11,13,Wednesday
2019-11-13,2,EVS_000012,2019,11,13,Wednesday
2019-11-15,4,EVS_000001,2019,11,15,Friday
2019-11-16,3,EVS_000001,2019,11,16,Saturday
2019-11-16,2,EVS_000010,2019,11,16,Saturday
2019-11-17,2,EVS_000001,2019,11,17,Sunday
2019-11-17,5,EVS_000009,2019,11,17,Sunday
2019-11-17,2,EVS_000010,2019,11,17,Sunday
2019-11-18,3,EVS_000015,2019,11,18,Monday
2019-11-19,1,EVS_000001,2019,11,19,Tuesday
2019-11-19,2,EVS_000009,2019,11,19,Tuesday
2019-11-20,1,EVS_000001,2019,11,20,Wednesday
2019-11-20,1,EVS_000003,2019,11,20,Wednesday
2019-11-20,1,EVS_000006,2019,11,20,Wednesday
2019-11-21,2,EVS_000001,2019,11,21,Thursday
2019-11-21,1,EVS_000003,2019,11,21,Thursday
2019-11-22,1,EVS_000001,2019,11,22,Friday
2019-11-23,1,EVS_000001,2019,11,23,Saturday
2019-11-23,1,EVS_000003,2019,11,23,Saturday
2019-11-23,6,EVS_000009,2019,11,23,Saturday
2019-11-24,1,EVS_000003,2019,11,24,Sunday
2019-11-24,4,EVS_000008,2019,11,24,Sunday
2019-11-24,5,EVS_000009,2019,11,24,Sunday
2019-11-25,2,EVS_000009,2019,11,25,Monday
2019-11-26,2,EVS_000009,2019,11,26,Tuesday
2019-11-28,1,EVS_000010,2019,11,28,Thursday
2019-11-28,2,EVS_000015,2019,11,28,Thursday
2019-11-29,2,EVS_000001,2019,11,29,Friday
2019-11-29,3,EVS_000009,2019,11,29,Friday
2019-11-30,2,EVS_000001,2019,11,30,Saturday
2019-11-30,3,EVS_000009,2019,11,30,Saturday
2019-12-03,4,EVS_000001,2019,12,3,Tuesday
2019-12-04,4,EVS_000001,2019,12,4,Wednesday
2019-12-06,1,EVS_000001,2019,12,6,Friday
2019-12-06,2,EVS_000009,2019,12,6,Friday
2019-12-07,1,EVS_000001,2019,12,7,Saturday
2019-12-08,2,EVS_000001,2019,12,8,Sunday
2019-12-09,2,EVS_000002,2019,12,9,Monday
2019-12-13,1,EVS_000005,2019,12,13,Friday
2019-12-14,11,EVS_000001,2019,12,14,Saturday
2019-12-15,1,EVS_000001,2019,12,15,Sunday
2019-12-16,1,EVS_000001,2019,12,16,Monday
2019-12-19,2,EVS_000004,2019,12,19,Thursday
2019-12-23,3,EVS_000001,2019,12,23,Monday
2019-12-23,2,EVS_000008,2019,12,23,Monday
2019-12-24,3,EVS_000001,2019,12,24,Tuesday
2019-12-24,2,EVS_000002,2019,12,24,Tuesday
2019-12-24,2,EVS_000005,2019,12,24,Tuesday
2019-12-24,3,EVS_000015,2019,12,24,Tuesday
2019-12-25,2,EVS_000001,2019,12,25,Wednesday
2019-12-25,3,EVS_000015,2019,12,25,Wednesday
2019-12-30,3,EVS_000001,2019,12,30,Monday
2019-12-30,3,EVS_000015,2019,12,30,Monday
2019-12-31,2,EVS_000031,2019,12,31,Tuesday
2020-01-01,2,EVS_000009,2020,1,1,Wednesday
2020-01-03,2,EVS_000012,2020,1,3,Friday
2020-01-04,3,EVS_000008,2020,1,4,Saturday
2020-01-05,5,EVS_000002,2020,1,5,Sunday
2020-01-05,2,EVS_000003,2020,1,5,Sunday
2020-01-05,2,EVS_000009,2020,1,5,Sunday
2020-01-06,2,EVS_000004,2020,1,6,Monday
2020-01-07,2,EVS_000001,2020,1,7,Tuesday
2020-01-07,2,EVS_000004,2020,1,7,Tuesday
2020-01-08,2,EVS_000001,2020,1,8,Wednesday
2020-01-08,1,EVS_000004,2020,1,8,Wednesday
2020-01-09,2,EVS_000003,2020,1,9,Thursday
2020-01-09,1,EVS_000004,2020,1,9,Thursday
2020-01-10,2,EVS_000009,2020,1,10,Friday
2020-01-11,2,EVS_000001,2020,1,11,Saturday
2020-01-13,6,EVS_000001,2020,1,13,Monday
2020-01-14,6,EVS_000001,2020,1,14,Tuesday
2020-01-14,2,EVS_000009,2020,1,14,Tuesday
2020-01-15,3,EVS_000001,2020,1,15,Wednesday
2020-01-15,2,EVS_000009,2020,1,15,Wednesday
2020-01-15,1,EVS_000010,2020,1,15,Wednesday
2020-01-16,8,EVS_000001,2020,1,16,Thursday
2020-01-17,5,EVS_000001,2020,1,17,Friday
2020-01-17,2,EVS_000005,2020,1,17,Friday
2020-01-18,5,EVS_000002,2020,1,18,Saturday
2020-01-18,1,EVS_000003,2020,1,18,Saturday
2020-01-18,1,EVS_000004,2020,1,18,Saturday
2020-01-19,2,EVS_000001,2020,1,19,Sunday
2020-01-20,2,EVS_000001,2020,1,20,Monday
2020-01-21,6,EVS_000001,2020,1,21,Tuesday
2020-01-21,3,EVS_000008,2020,1,21,Tuesday
2020-01-21,4,EVS_000009,2020,1,21,Tuesday
2020-01-22,2,EVS_000001,2020,1,22,Wednesday
2020-01-22,3,EVS_000008,2020,1,22,Wednesday
2020-01-24,2,EVS_000004,2020,1,24,Friday
2020-01-28,2,EVS_000001,2020,1,28,Tuesday
2020-01-29,18,EVS_000001,2020,1,29,Wednesday
2020-01-30,15,EVS_000001,2020,1,30,Thursday
2020-01-31,1,EVS_000001,2020,1,31,Friday
2020-01-31,2,EVS_000002,2020,1,31,Friday
2020-01-31,1,EVS_000009,2020,1,31,Friday
2020-02-01,1,EVS_000009,2020,2,1,Saturday
2020-02-02,6,EVS_000001,2020,2,2,Sunday
2020-02-03,6,EVS_000001,2020,2,3,Monday
2020-02-04,10,EVS_000003,2020,2,4,Tuesday
2020-02-04,2,EVS_000009,2020,2,4,Tuesday
2020-02-06,2,EVS_000009,2020,2,6,Thursday
2020-02-07,2,EVS_000005,2020,2,7,Friday
2020-02-10,11,EVS_000001,2020,2,10,Monday
2020-02-11,7,EVS_000001,2020,2,11,Tuesday
2020-02-11,2,EVS_000002,2020,2,11,Tuesday
2020-02-11,1,EVS_000009,2020,2,11,Tuesday
2020-02-12,2,EVS_000001,2020,2,12,Wednesday
2020-02-12,2,EVS_000002,2020,2,12,Wednesday
2020-02-12,1,EVS_000015,2020,2,12,Wednesday
2020-02-14,1,EVS_000001,2020,2,14,Friday
2020-02-14,2,EVS_000003,2020,2,14,Friday
2020-02-14,1,EVS_000009,2020,2,14,Friday
2020-02-14,10,EVS_000010,2020,2,14,Friday
2020-02-14,3,EVS_000012,2020,2,14,Friday
2020-02-14,2,EVS_000015,2020,2,14,Friday
2020-02-15,2,EVS_000001,2020,2,15,Saturday
2020-02-15,2,EVS_000003,2020,2,15,Saturday
2020-02-15,2,EVS_000005,2020,2,15,Saturday
2020-02-16,2,EVS_000003,2020,2,16,Sunday
2020-02-17,2,EVS_000001,2020,2,17,Monday
2020-02-18,1,EVS_000001,2020,2,18,Tuesday
2020-02-18,2,EVS_000003,2020,2,18,Tuesday
2020-02-19,1,EVS_000001,2020,2,19,Wednesday
2020-02-19,4,EVS_000002,2020,2,19,Wednesday
2020-02-19,3,EVS_000003,2020,2,19,Wednesday
2020-02-19,1,EVS_000008,2020,2,19,Wednesday
2020-02-19,2,EVS_000009,2020,2,19,Wednesday
2020-02-19,1,EVS_000085,2020,2,19,Wednesday
2020-02-20,2,EVS_000001,2020,2,20,Thursday
2020-02-20,2,EVS_000002,2020,2,20,Thursday
2020-02-20,1,EVS_000008,2020,2,20,Thursday
2020-02-20,5,EVS_000009,2020,2,20,Thursday
2020-02-20,2,EVS_000015,2020,2,20,Thursday
2020-02-20,1,EVS_000031,2020,2,20,Thursday
2020-02-20,1,EVS_000085,2020,2,20,Thursday
2020-02-21,4,EVS_000001,2020,2,21,Friday
2020-02-21,2,EVS_000003,2020,2,21,Friday
2020-02-21,2,EVS_000009,2020,2,21,Friday
2020-02-22,1,EVS_000001,2020,2,22,Saturday
2020-02-22,3,EVS_000006,2020,2,22,Saturday
2020-02-22,2,EVS_000008,2020,2,22,Saturday
2020-02-22,2,EVS_000009,2020,2,22,Saturday
2020-02-22,2,EVS_000015,2020,2,22,Saturday
2020-02-23,2,EVS_000001,2020,2,23,Sunday
2020-02-23,3,EVS_000004,2020,2,23,Sunday
2020-02-23,2,EVS_000008,2020,2,23,Sunday
