id,name,y_pos,x_pos,address
EVS_000126,곽지해수욕장 주차장_대여반납존,33.449069,126.303727,제주특별자치도 제주시 애월읍 곽지리 1565
EVS_000086,곽지주차장,33.449062,126.303758,제주특별자치도 제주시 애월읍 곽지리 1565
EVS_000075,산천단동길산들,33.448043,126.558735,제주특별자치도 제주시 산천단동길 4 
EVS_000093,이브이트럭2-1,33.44775,126.916451,제주특별자치도 서귀포시 성산읍 고성리 329-6
EVS_000341,성산 고성회전교차로자전거거치대_대여반납존,33.447675,126.914864,제주특별자치도 서귀포시 성산읍 고성리 2747-40
EVS_000073,산천단동길,33.447665,126.556202,제주특별자치도 제주시 산천단동길 4 
EVS_000074,한국폴리텍대학제주캠퍼스,33.447555,126.561286,제주특별자치도 제주시 산천단동길 4 
EVS_000307,성산 환승 정류장(고성리 회전교차로)_대여반납,33.447199,126.913733,제주특별자치도 서귀포시 성산읍 일출로 9 
EVS_000373,성산일출봉농협하나로마트_대여반납존,33.446114,126.912573,제주특별자치도 서귀포시 성산읍 고성리 1093-13
EVS_000018,이스트소프트,33.445968,126.570919,제주특별자치도 제주시 첨단로 300 
EVS_000032,이스트소프트존,33.445968,126.570919,제주특별자치도 제주시 첨단로 300 이스트소프트
EVS_000359,드르쿰다in성산 흡연실_대여반납존,33.444775,126.918876,제주특별자치도 서귀포시 성산읍 고성리 372-1
EVS_000033,EV 트럭,33.442567,126.572065,제주특별자치도 제주시 첨단로 330 
EVS_000201,JDC 세미양빌딩 입구_대여반납존,33.442544,126.572101,제주특별자치도 제주시 첨단로 330 세미양빌딩
EVS_000007,세미양 빌딩존,33.442355,126.57145,제주특별자치도 제주시 첨단로 330 
EVS_000019,이브이패스,33.442355,126.57145,제주특별자치도 제주시 첨단로 330 
EVS_000202,혁성테스트존,33.442141,126.571416,제주특별자치도 제주시 첨단로 330
EVS_000336,빛의벙커 입구_대여반납존,33.439589,126.898781,제주특별자치도 서귀포시 성산읍 서성일로1168번길 89-17 
EVS_000380,GS25 성산신양점_대여반납존,33.43854,126.91926,제주특별자치도 서귀포시 성산읍 섭지코지로26번길 6 
EVS_000374,제주 스테이성산호텔 로비앞_대여반납존,33.43799,126.915959,제주특별자치도 서귀포시 성산읍 신고로 11
EVS_000308,신양리입구 버스정류장_대여반납존,33.435658,126.910001,제주특별자치도 서귀포시 성산읍 일주동로 4402 
EVS_000405,신양해수욕장 공중화장실_대여반납존,33.434803,126.924003,제주특별자치도 서귀포시 성산읍 고성리 186-2
EVS_000174,신양섭지해수욕장 주차장(공중화장실)_대여반납존,33.434791,126.923995,제주특별자치도 서귀포시 성산읍 고성리 186-2
EVS_000404,아쿠아플라넷 제주(조형물)_대여반납존,33.434501,126.924913,제주특별자치도 서귀포시 성산읍 고성리 127-6
EVS_000323,아쿠아플라넷 제주 자전거거치대_대여반납존,33.432555,126.925777,제주특별자치도 서귀포시 성산읍 섭지코지로 93-15 
EVS_000203,휘닉스 제주 섭지코지 로비 입구_대여반납존,33.430594,126.927838,제주특별자치도 서귀포시 성산읍 섭지코지로 107 
EVS_000322,휘닉스 섭지코지 해양관광단지 입구_대여반납존,33.430444,126.929001,제주특별자치도 서귀포시 성산읍 섭지코지로 107 
EVS_000175,섭지코지_대여반납존,33.430191,126.934531,제주특별자치도 서귀포시 성산읍 고성리 45-1
EVS_000321,오션스타 로비 입구_대여반납존,33.427755,126.926588,제주특별자치도 서귀포시 성산읍 섭지코지로 169 
EVS_000324,섭지코지 매표소 이륜차량주차장_대여반납존,33.424226,126.928615,제주특별자치도 서귀포시 성산읍 고성리 124-1
EVS_000309,온평초등학교 버스정류장_대여반납존,33.408175,126.897801,제주특별자치도 서귀포시 성산읍 일주동로 4731 
EVS_000320,옹포리포구 주차장(옹포어촌계)_대여반납존,33.404499,126.250244,제주특별자치도 제주시 한림읍 옹포1길 33-3 
EVS_000200,옹포리 버스정류장_대여반납존,33.403312,126.252188,제주특별자치도 제주시 한림읍 옹포리 983
EVS_000176,온평포구 버스정류장_대여반납존,33.402311,126.902901,제주특별자치도 서귀포시 성산읍 온평리 1107-7
EVS_000118,협재해변 주차장 입구_대여반납존,33.393161,126.239968,제주특별자치도 제주시 한림읍 협재리 2872
EVS_000119,금능해변 주차장 입구(공중화장실)_대여반납존,33.38948,126.235046,제주특별자치도 제주시 한림읍 금능리 2316
EVS_000317,성읍 환승 버스정류장(성읍1리사무소)_대여반납,33.389129,126.798561,제주특별자치도 서귀포시 표선면 성읍민속로 138 
EVS_000372,올레길3-B코스_대여반납존,33.388793,126.897555,제주특별자치도 서귀포시 성산읍 신산리 49-5
EVS_000316,성읍민속마을 주차장 자전거거치대_대여반납존,33.385181,126.800988,제주특별자치도 서귀포시 표선면 성읍정의현로 55 
EVS_000329,월령포구_대여반납존,33.379548,126.216437,제주특별자치도 제주시 한림읍 월령리 330-1
EVS_000006,월령점,33.379425,126.216389,제주특별자치도 제주시 한림읍 월령리 330-1
EVS_000462,해거름전망대 자전거거치대_대여반납존,33.369859,126.206524,제주특별자치도 제주시 한경면 판포리 1608-4
EVS_000186,판포포구_대여반납존,33.365433,126.199489,제주특별자치도 제주시 한경면 판포리 2877-3
EVS_000124,신창 풍차해안도로(싱계물공원 입구)_대여반납존,33.343061,126.174176,제주특별자치도 제주시 한경면 신창리 1322-7
EVS_000313,표선고등학교 버스정류장_대여반납존,33.331385,126.829889,제주특별자치도 서귀포시 표선면 표선중앙로 31 
EVS_000312,표선 환승 버스정류장(표선면사무소)_대여반납존,33.326721,126.831981,제주특별자치도 서귀포시 표선면 표선중앙로 74 
EVS_000177,표선 사거리 교차로_대여반납존,33.325522,126.837195,제주특별자치도 서귀포시 표선면 표선리 880-5
EVS_000310,표선 해수욕장 주차장 교차로_대여반납존,33.325401,126.842641,제주특별자치도 서귀포시 표선면 민속해안로 592 
EVS_000311,제주 해비치 리조트 호텔 입구_대여반납존,33.320521,126.844585,제주특별자치도 서귀포시 표선면 민속해안로 537 
EVS_000031,토산점,33.305031,126.791897,제주특별자치도 서귀포시 표선면 일주동로 6347-17 
EVS_000314,가마리포구_대여반납존,33.304181,126.806145,제주특별자치도 서귀포시 표선면 일주동로6285번길 8 
EVS_000123,수월봉 주차장_대여반납존,33.295151,126.163891,제주특별자치도 제주시 한경면 고산리 3696-1
EVS_000101,소인국테마파크_대여반납존,33.290073,126.323337,제주특별자치도 서귀포시 안덕면 서광리 725
EVS_000315,남원 환승 버스정류장(남원읍사무소)_대여반납존,33.280431,126.721122,제주특별자치도 서귀포시 남원읍 남원체육관로 342 
EVS_000178,태흥리포구_대여반납존,33.280171,126.73822,제주특별자치도 서귀포시 남원읍 태흥리 1075-7
EVS_000179,남원포구_대여반납존,33.278134,126.718801,제주특별자치도 서귀포시 남원읍 남원리 105-5
EVS_000439,위미해안로_대여반납존,33.27313,126.658225,제주특별자치도 서귀포시 남원읍 위미리 2919-1
EVS_000180,위미항_대여반납존,33.27115,126.662184,제주특별자치도 서귀포시 남원읍 위미리 1757-12
EVS_000440,공천포로_대여반납존,33.268347,126.647359,제주특별자치도 서귀포시 남원읍 신례리 26-8
EVS_000318,공천포 버스정류장_대여반납존,33.265411,126.640332,제주특별자치도 서귀포시 남원읍 일주동로 7917 
EVS_000441,신례리복지회관_대여반납존,33.265128,126.640817,제주특별자치도 서귀포시 남원읍 신례리 87-1
EVS_000181,공천포_대여반납존,33.264812,126.641071,제주특별자치도 서귀포시 남원읍 신례리 58-1
EVS_000451,동홍주공5단지아파트입구_대여반납존,33.264672,126.562007,제주특별자치도 서귀포시 동홍동 1303-1
EVS_000452,서귀포 휴먼시아아파트_대여반납존,33.26223,126.560363,제주특별자치도 서귀포시 동홍동 1312-1
EVS_000319,효돈농협하나로마트 버스정류장_대여반납존,33.260701,126.617175,제주특별자치도 서귀포시 하신상로 1 
EVS_000210,스마트시티1,33.258082,126.426944,제주특별자치도 서귀포시 중문로 80 GS25 중문사거리점
EVS_000109,맥도날드 제주중문DT점_대여반납존,33.255066,126.413926,제주특별자치도 서귀포시 색달동 2558-5
EVS_000454,서귀포 플러스마트_대여반납존,33.254984,126.574743,제주특별자치도 서귀포시 동홍동 657-5
EVS_000456,서귀포시 일주동로_대여반납존,33.254926,126.570127,제주특별자치도 서귀포시 일주동로 8592 
EVS_000455,동홍사거리_대여반납존,33.25477,126.567474,제주특별자치도 서귀포시 동홍동 447-2
EVS_000461,이스턴호텔 제주_대여반납존,33.254249,126.520065,제주특별자치도 서귀포시 서호중로 65 
EVS_000450,서귀포 중앙로타리_대여반납존,33.252735,126.561464,제주특별자치도 서귀포시 서귀동 336
EVS_000442,쇠소깍 휴게소_대여반납존,33.251922,126.62321,제주특별자치도 서귀포시 하효동 995-5
EVS_000182,쇠소깍_대여반납존,33.251908,126.62318,제주특별자치도 서귀포시 하효동 995-5
EVS_000340,스마트시티3,33.251165,126.413351,제주특별자치도 서귀포시 중문관광로 82 GS25 중문단지점
EVS_000457,플러스마트_대여반납존,33.251149,126.572184,제주특별자치도 서귀포시 동홍동 147-1
EVS_000099,스타벅스 제주중문점_대여반납존,33.250776,126.412596,제주특별자치도 서귀포시 색달동 2864-4
EVS_000183,하효항_대여반납존,33.250001,126.621541,제주특별자치도 서귀포시 하효동 1365-1
EVS_000443,보목포로_대여반납존,33.249917,126.619438,제주특별자치도 서귀포시 하효동 1460
EVS_000142,서귀포 시외버스터미널 교차로_대여반납존,33.249195,126.508011,제주특별자치도 서귀포시 일주동로 9209
EVS_000211,스마트시티2,33.248692,126.509436,제주특별자치도 서귀포시 일주동로 9209
EVS_000449,동문로터리 택시승차장_대여반납존,33.248372,126.56746,제주특별자치도 서귀포시 서귀동 209-10
EVS_000397,스마트시티_무인,33.248179,126.51622,제주특별자치도 서귀포시 일주동로 9144 GS칼텍스 혁신도시 주유소
EVS_000396,스마트시티5,33.248179,126.51622,제주특별자치도 서귀포시 일주동로 9144 GS칼텍스 혁신도시주유소
EVS_000104,서귀포 매일올레시장 입구 교차로_대여반납존,33.247982,126.564185,제주특별자치도 서귀포시 서귀동 406-11
EVS_000431,스타벅스 서귀포점_대여반납존,33.247778,126.562011,제주특별자치도 서귀포시 중정로 53 
EVS_000015,서귀포올레점_대여반납존,33.246153,126.560062,제주특별자치도 서귀포시 태평로 363 헤이서귀포 호텔
EVS_000114,헤이서귀포 호텔_대여반납존,33.246101,126.560101,제주특별자치도 서귀포시 태평로 363 
EVS_000298,이중섭거리_대여반납존,33.245595,126.564255,제주특별자치도 서귀포시 이중섭로 29 
EVS_000108,정방폭포 화장실_대여반납존,33.244767,126.573818,제주특별자치도 서귀포시 동홍동 273
EVS_000105,색달해변 입구_대여반납존,33.244588,126.414673,제주특별자치도 서귀포시 색달동 2950-4
EVS_000004,서귀포점,33.244243,126.535568,제주특별자치도 서귀포시 호근동 479-3
EVS_000103,천지연폭포 공중화장실(주차장)_대여반납존,33.243851,126.559979,제주특별자치도 서귀포시 서홍동 680
EVS_000096,파크선샤인호텔 입구_대여반납존,33.243551,126.553551,제주특별자치도 서귀포시 남성중로 135
EVS_000100,제주국제컨벤션센터 버스정류장_대여반납존,33.242739,126.424925,제주특별자치도 서귀포시 중문동 2502
EVS_000432,자구리 공원_대여반납존,33.242485,126.5674,제주특별자치도 서귀포시 서귀동 20-1
EVS_000444,보목포구_대여반납존,33.240171,126.606375,제주특별자치도 서귀포시 보목동 533-13
EVS_000092,이브이트럭1-1,33.239504,126.564071,제주특별자치도 서귀포시 서귀동 783-2
EVS_000184,보목포구 버스정류장(보목항)_대여반납존,33.239442,126.608144,제주특별자치도 서귀포시 보목포로 29-6 
EVS_000128,영락돌고래_대여반납존,33.237971,126.229255,제주특별자치도 서귀포시 대정읍 일과리 1291-7
EVS_000445,구두미포구_대여반납존,33.237356,126.596708,제주특별자치도 서귀포시 보목동 1376-1
EVS_000107,올레 6코스(구두미 포구 입구)_대여반납존,33.236701,126.597101,제주특별자치도 서귀포시 보목동 1352
EVS_000299,산방산 버스정류장_대여반납존,33.236247,126.312713,제주특별자치도 서귀포시 안덕면 사계리 166-4
EVS_000106,법환포구_대여반납존,33.235827,126.515052,제주특별자치도 서귀포시 막숙포로 61
EVS_000134,대평포구_대여반납존,33.235454,126.363105,제주특별자치도 서귀포시 안덕면 창천리 843-7
EVS_000122,사계리동동 버스정류장_대여반납존,33.234599,126.307711,제주특별자치도 서귀포시 안덕면 사계리 116-3
EVS_000446,플레이사계_대여반납존,33.234013,126.311359,제주특별자치도 서귀포시 안덕면 사계리 118
EVS_000129,예래포구_대여반납존,33.233501,126.375091,제주특별자치도 서귀포시 하예동 1681-2
EVS_000098,올레 7코스(아뜰리에안 앞 교차로)_대여반납존,33.231292,126.505527,제주특별자치도 서귀포시 법환동 1654
EVS_000447,형제해안로_대여반납존,33.227836,126.303748,제주특별자치도 서귀포시 안덕면 형제해안로 26
EVS_000121,사계리 해안체육공원 주차장_대여반납존,33.220303,126.294501,제주특별자치도 서귀포시 안덕면 사계리 3530-7
EVS_000125,모슬포항 버스정류장_대여반납존,33.216401,126.252511,제주특별자치도 서귀포시 대정읍 하모리 770-28
EVS_000433,운진항 매표소_대여반납존,33.209787,126.258231,제주특별자치도 서귀포시 대정읍 하모리 646-21
EVS_000116,송악산 자전거거치대_대여반납존,33.206694,126.28945,제주특별자치도 서귀포시 대정읍 상모리 157-2
